playerid,elo
oe:player:1d1600d15a68ab1a80348ee748ea1e3,1514.7405164908034
oe:player:d0ad9e75d1809ca8bb4b78b34cee179,1506.75495601184
oe:player:477b8a477dcadb95a077f6747512277,1450.177563603335
oe:player:d0af7d4882dd3827f4a5f0618f81f8c,1827.6546262690601
oe:player:4046e5819c6e57ec8fa00b56834d8aa,1800.0835488449547
oe:player:450cbae633304212e5e2cdf32ac1711,1767.6025816794934
oe:player:cc3baa8bc4df0286084c229cb5d486d,1811.3788846140474
oe:player:bce8b899b5a93c48a047efc86cff825,865.6514072059587
oe:player:4ff7b91bbc9492e9f96d28dda496653,1837.559376736731
oe:player:ea58943d300b14d684bb05b3975fe15,1630.2842352586038
oe:player:73fac438d3c20a0bf023d3b4c8b26b2,1615.2520141101425
oe:player:c569ed8a7809cff7b9d7f3f910e7aac,1206.3309303621027
oe:player:30fda405a39a1754550e87835c669fb,1717.553609878302
oe:player:68a30997dca03fc529ad9b68a097a24,1409.5603606792422
oe:player:82a42c3ebfd83735f1aaf93cf8adf7e,1694.5594478568937
oe:player:3a39bc64566fd1829b206a8b4f23cca,1338.7135180055889
oe:player:1e11c2f0cf6fcf0cc56d0ef443143f6,1600.3347897895428
oe:player:775ab6f7215a22b3fc5c92db4412053,1391.4610868924608
oe:player:37a3e2ad72e4b680c6e8b1d97ffd265,1669.8366522633366
oe:player:2e7d6bbb048c7e1ff0eb4d8e3bbad9a,1861.9502098364949
oe:player:046795fa30debe19eafd497dba544e3,1642.4456870801296
oe:player:d778769103b62e1222414cd182c4e25,1489.4683168976946
oe:player:c8c5277fe212c2d6d1245bae74294ee,1861.667741618503
oe:player:1dad889ff236635dc1e03d02312e79c,1739.2778635312768
oe:player:0f500956f995b17f0e573e313abc616,1152.3230160746307
oe:player:6425cdfcdd02de2de34b914e20c41a7,1423.4493753897032
oe:player:867e8957fae1cb59f0808dbcc3aada2,1959.3981364999636
oe:player:7b2619f2b79533d29571437f043a2cd,1759.3319152776708
oe:player:3864935dc32009b128ddd14334f0f1d,1824.7157468346336
oe:player:99572d5361ac4c1fc99c9d82b4eb080,1796.233615186467
oe:player:aa1b4609f6ebaf813380ecb5ead393b,1714.3948224173444
oe:player:03b50ebd9393dbcdcd26fe529b40803,1824.5914722852024
oe:player:3895c059762370cf34b10e69640167f,1787.0044856111108
oe:player:a62e7e1e4dfd211e99796aebb24dd87,1538.3174125848002
oe:player:f8d698aea36fcbead2b9d5359ffca76,1588.3807950632338
oe:player:169774884f14d1849b68ff785bb71b9,1433.370547863065
oe:player:bf4680a824168dbc1b4e9e038b6ccc9,1622.8764461712783
oe:player:fbfb3b814f0ce920e3c885c96aa4ac0,1554.8407880918962
oe:player:6dc7f755de62326c3d79afd05911f83,1798.4461076833302
oe:player:7a1781fc4a2ae6b628ebff7588a4151,1665.6564166589678
oe:player:db0cbdc72184ad44ab905be61fc0756,1694.1334352800518
oe:player:f42847a8ed944443fbdcef8cfa7087d,1763.1560623495402
oe:player:c297455c41f2193cfb3b281ec04277f,1684.251510717372
oe:player:233ebb5283b4aa8c4a60b07348949fc,1817.4475459577563
oe:player:416dbee6ff2d880cbb7a85c805acee3,1685.2065099238953
oe:player:9ee5489405358433e757e9c4fd44480,1670.631247508922
oe:player:3afa3025335fa763e55c7fa56223c40,1385.5213963226424
oe:player:cb5feb1b7314637725a2e73bdc9f729,1695.0070653211437
oe:player:22b1061eed29c38e7acfdd13075bf7d,1409.345132602026
oe:player:186a57afea0350de6ae16ede4b142e1,1095.3719796854145
oe:player:4616606d5a8590d8c1d305d50dce2f7,1737.7330583908124
oe:player:0472286ef07e643b0a368a8ff351f8b,1670.6232641926265
oe:player:a814de9b535755e3f2298901561783f,1748.3169505814176
oe:player:2b4eed32f31db963edaafd9bd7a1e7f,1557.2717258523787
oe:player:f17b90d1dd0f1814bb1f82f77c2f861,2019.7152717313286
oe:player:357742da3f7a2fcec0fcffa840db38c,1969.16175220633
oe:player:96da046ebab4cac9bcba2c9afd85999,1919.79722688094
oe:player:e22cffb92554f5dde312609feccc6f8,1833.4851879446037
oe:player:88da596cf262a237015de6c11d5b9c6,1655.4386494776224
oe:player:4d37c966e565a988f405b6bb4291d20,1748.243633608109
oe:player:9312bfc44c1e0686971d076d1364713,1619.6837043535124
oe:player:b6603b64c5cabad210826735469838b,1896.6382506440407
oe:player:beea9fe15bff6a7ab0b3913d3d5fde6,1961.1758480575318
oe:player:447821588f0a996172028092cc34654,1707.0983966273197
oe:player:955fed1c8e21e36b1ea553df0d8b07f,1780.5669250868705
oe:player:4b3d62fcaf8a016880db6ec13754042,1487.848732145747
oe:player:b8ea410ae32f84351f7670319d7ef13,1108.740365877893
oe:player:d730e6017b42d1784032e728fcd4eef,1766.2947000112667
oe:player:275c74140224026380b29b2412d2512,1790.5195986109104
oe:player:c332dc879e14f1feb266190c7f396fd,1834.1822648553946
oe:player:2255ff4942064b8bcd54c7f27267683,1649.9755611646503
oe:player:1f111e88abd984a347713f070de73e3,1641.1865481660486
oe:player:e3b8d5a9290fe0c7458dc01db4dc9dc,1790.3644310459097
oe:player:840cb670271249908dc449829a692c2,1734.7944420887513
oe:player:3993eecbf3e9f7e9c94db6bb2fb616d,1787.374352059771
oe:player:303de7b8ebf0d55a46f689ff3ba3199,1577.3109563183714
oe:player:dd62ea30c72d69edfdbc9a86de04984,1569.7914048031778
oe:player:a04a853a0f540f156d08711204fe252,1856.1037214330686
oe:player:f38b290539da4d4463b98ec1a3d2194,1713.973055743495
oe:player:adfab52b74587bc5acc4201c140451a,1813.1785529825831
oe:player:caca9c60843ce855690b629ec67ab3d,1471.6196724169906
oe:player:8c4f1b30f9e68d941f7c01414873817,1421.2813753082514
oe:player:08caad57dbe4aeedc847b48102ffa56,1457.5713720657004
oe:player:d0c1a41d99e922177d319c13b54418c,1557.411406963369
oe:player:e81c7dae44090d8d29e5a228c016c28,1435.7155930593617
oe:player:3ee8d8613d285f720311d21a2c4a469,1669.4630651280872
oe:player:2e39f77d41c8deb6a891c30cf378383,1821.128970171719
oe:player:ec0c2b8d7630efba391c288765d4d7e,1864.5255130613818
oe:player:4cde8a748cc4e8ee00bd1aebfc0c27a,1776.7032438413269
oe:player:80a88d4b47541799f0eb5372cabae7d,1744.270771250012
oe:player:339f7789cfdff948d24436601281632,1854.08108128962
oe:player:87d514498928788ec8decd0989f3226,1681.9173701966306
oe:player:bf9c325fdb5299b9e33799de30641ea,1776.8036102923859
oe:player:467ffafc4dfede41aaab8e7159b87b2,1762.0450213368895
oe:player:d68b7d3b26ccc08cc30abb5210e5839,1562.6732095362233
oe:player:0adcab3b316aa2ec4df93b59b612709,1867.7741967930422
oe:player:bd1f1cdbac1cc218734749f458c1543,1807.2926891774484
oe:player:cbfc4c587ee049e419eefd386c1acd3,1722.294240643353
oe:player:d405d30cc615b2947aa5af369ad9fba,1745.4176736658296
oe:player:1fc3ee585fb24469255b15d31bdcad7,1147.5813976297043
oe:player:8e50e7f17bae4fc6c6445efa1feb125,1114.0273406747478
oe:player:00ef3d4ae3c17f496fd5f0b93488ac8,1866.183568910835
oe:player:7cf68f44e5dc31827b1d3f0a3b4a28e,1979.7392616352552
oe:player:e1edfc5cea461399a63cb813cf795cc,2062.0817333210293
oe:player:0064b416793f2e2b94fc83da8973481,1995.1580479414597
oe:player:70e4468a0681958e0c34cf3b52ade41,1860.4932219288285
oe:player:1213778b5c6d69dcb26aa89f7d0aaa9,1975.3918522814408
oe:player:20cbf3318192b3d953e11d6cced699b,1570.743893096124
oe:player:e54f139aff1f31946a8e778ea10dd32,1704.2041182952394
oe:player:9712524dc88851032bd53054f8b49b4,1756.3508676269032
oe:player:21e6493dca56a03bd0ccbdef211d187,1815.5222523552834
oe:player:6d80c6c8181e4e3c34d58e53dacf52f,1753.741621464852
oe:player:71fb72e750329576210775b19d912e6,2016.8517011600072
oe:player:7b28158d613ea1869441676fa32a3b5,1888.4079598950696
oe:player:086e614735cb35b26688d0a62c42b27,1700.3063029893692
oe:player:d491538da818a2ba11a3195ba035cfd,1743.7596290415233
oe:player:6138b4e3cfce7fb1d438ac203f1265c,1556.1285836458724
oe:player:6f23383b72c3b56024a5b7d568ce680,1398.650839892961
oe:player:82468d8f9c2bece11747653ecd8f62b,1749.7674575665653
oe:player:9d8b079deedcc90dda4617fb4ffac40,1661.3797117850654
oe:player:43d302b1e552ad75d90dbc920b2aefa,1628.4831784826727
oe:player:938cdb097f33f0feb9c12f0729e8e69,1795.177426965243
oe:player:afb87b393d9c759e8a218b56d0f895e,1703.987836211924
oe:player:36a55a7a73f82b7ca788e2db7760dbb,1605.119830018448
oe:player:1c010180887360e5d6ab967fd93693d,1743.2381475286797
oe:player:8949aee3a35b0a789d1090f412d8d61,1783.5316833821685
oe:player:3799f225857837e1b078d2dbb115aee,1551.6859069622958
oe:player:8392461cf759088854e16710b9b75d1,1670.5801233448847
oe:player:818876f560d8dccaba4100c9cd3a9e7,1624.0794022742941
oe:player:cf31cad88081e431e9f138e00b4f645,1540.588859757012
oe:player:67d5168b4f2b5424a3d118ea9ef9937,1450.7777254490038
oe:player:8c29150a35520726e52c049db9c53d3,1649.8193145412913
oe:player:4dc81fef774e0bb63830b7ad287f1bf,1709.0992298246933
oe:player:0f05f89e4a5d4516d86d3d8dcf8664c,1595.8916272218617
oe:player:8f6ec8dc71e5774c6da704eb9d326be,1814.6259656656503
oe:player:b57dad2e02488237bab9f06f7bb9f54,1876.8539235737562
oe:player:eadcb62882e3a7adfd0f8e4b3f7420a,1852.4256677848489
oe:player:addee2357907dd83a98f57c3fd9f811,1626.44882491405
oe:player:247cede38bc224fc82ea98ca18ddacf,1697.148254539358
oe:player:e3aa452243a476669824e52c1b7fc6b,1940.7895706584627
oe:player:580b3515241225a5ea419b08b8940e2,1692.3980179040575
oe:player:bd7992c3a0b0398d2833e69f231d5e3,1763.8059510302016
oe:player:d4ada34b219d1b4abf67a3cea03d7c7,1675.2895739165642
oe:player:6ad0677a42b54ef3053116a878b3240,1780.976541913021
oe:player:af31ae99fe8c1f86d1098e9dac671e8,1838.3774192791332
oe:player:97e7c9a7d06eac006a28bf05467fcc8,1819.7273148264435
oe:player:404079b4e478ea2a8b57904c640311b,1835.6389275194697
oe:player:fcde380e70501a72fdaf35a8b2b2986,1524.0692625770598
oe:player:6fbf57b984dbf130701e09ea4110bb8,1922.877965282804
oe:player:a1f3b2bb3f36e5113237f92d76dc4c8,2005.7984886852735
oe:player:99ce2ea4de279c28bb0315848da8a48,1927.4598470507424
oe:player:713fae3c1b605df4ee976c6188182a1,1707.222958414222
oe:player:a9db4155cb1d90e3e20befd63d49d4a,1649.5653321445916
oe:player:915901c2ffafe3ee9245c3ef30ec5b4,1546.0806362161468
oe:player:b50386112df639912475f7eca25d472,1768.4630347423622
oe:player:0d9b0a3b3a93a8f759c9d8ac8eef97c,1908.7858187536463
oe:player:c85294fb986e64b273ff9314949bee2,1726.6976540243636
oe:player:0091a3bf5771fe6bbe6d4a37de32c6f,1827.9558912368584
oe:player:48b7344051c2365da81acb5c3de8eb1,1941.770070850924
oe:player:71e79ef80600d398d90cfebe3b0b758,2005.927470399817
oe:player:78081d0b3c01f1f295d52d53744261a,1906.72033211832
oe:player:526e67744f0b90739ec17c191c62d24,2015.4179395866552
oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,1844.3660896232016
oe:player:e4e24b8656e4e6a74b939af730b0148,1988.3996805496784
oe:player:3656183169810334a96b91129dc9d88,1761.3702079143645
oe:player:8f7b1c81a23c62a54a6b663cf6badaa,1801.171891039579
oe:player:589e5a1530e21f585bc59294429dfb9,1819.5465560077448
oe:player:5fc85661a40e14e7066f9e2ab26fe87,1591.702304200795
oe:player:69dc670d17874354602d0b4f2327e02,1764.7852427168507
oe:player:f2264caa34a27d8f01634f39f307c85,1799.904150700907
oe:player:4ae382e5cc3e063f06c8e0f3fa41afd,1593.917415066155
oe:player:708bafa707faaad80db2080fb8f7da0,1370.8767746622827
oe:player:ecdb594501a5800ad0f5c4e6b3b5a84,1602.7413497646244
oe:player:c9c65d6b359377d7af5167bd0ad3a36,1643.3340444211242
oe:player:583fa847254818549132d141ed2f4f5,1718.4659268950195
oe:player:99f0996e8f487ec0633f1920bd4631d,1716.7281836003708
oe:player:65d1e475734633e28d4523d92a90837,1679.8105512403113
oe:player:e95a34ce4e7feb3a2939c52ddac5d17,1897.272421593856
oe:player:30dbac3f4cd3def7f7641368b602ea9,1813.9103882244244
oe:player:357a1b7171bf610ec20c56bc260bd08,1846.980075779726
oe:player:dd83256af5ca245530d216b14c63cf4,1419.209140438785
oe:player:d99470aecef8485f381fba243f45bc5,1672.3814276572357
oe:player:6a9abcfebed9c636ca90560b7f49855,1874.9154166120352
oe:player:f03efe870a72a927a911fe0dd4c04d8,1748.1258819279913
oe:player:821b8540f3adc05a30edd06f1d877e6,1704.192370219806
oe:player:acc1b36d8d542ce2e2ee369a40267ae,1494.4490014489763
oe:player:521276891920ab2e3789006e79a53f8,1501.6859087510431
oe:player:dd93c1719fa09ee2d4ebe614c13336a,1649.803096702111
oe:player:38e0af7278d6769d0c81d7c4b47ac1e,1648.0314627235823
oe:player:317aeb74a6dd16bea711bbad361ca44,1660.4158979647755
oe:player:8d4d616f59ec7a9c4c5e6b023e776af,1578.751303141049
oe:player:1ea43d796bee19fef0148557eb94cb5,1635.9657515335027
oe:player:6daafc30b010acda4ebc20b6785cbc0,1676.8842119549622
oe:player:7e6e34b1f0efa66f0630192e136f6a8,1652.1602927086485
oe:player:c4a5196a4f7e430cf448a76adadb028,1725.5826253219377
oe:player:f48a8f161502989fca609408a80bd75,1671.7042610218523
oe:player:d92b0904aa4f08f128aa8c6d2775056,1787.3710017311948
oe:player:a08372b70196c21a9229cf04db6b7ce,1811.317241744915
oe:player:a35715e7a6549f47dc766f75a0b1088,1725.4437107411347
oe:player:5be118a1aa52664e1dff15ff96c1e67,1837.0841385130168
oe:player:d5b6bc70328e4010960bc56ad34fae6,1412.0669568559556
oe:player:72de20c106a52f0aaf21bd650af81bd,1481.3369626150295
oe:player:92ee7bf8c101fa50e8fee714834ac9a,1568.9932656661524
oe:player:c92846465f8656d027f9148726b2b5c,1701.0674013295672
oe:player:15d6525a3805304b6a4d13b08dae69e,1125.9668965523929
oe:player:9eeb52badb613229884838847294b90,1872.8654628211273
oe:player:33daef70f45123c10a232b800d930a0,1771.0328439356163
oe:player:e1a40cd48a61080eedd106131598013,1846.264713621644
oe:player:5a727a99621f9e7f1d95f26fb6e5c52,1907.5685524802702
oe:player:27adb0b3f92d9b8f7fa4cb55b60114c,1619.9665458210882
oe:player:368db8366e1e5de655938dd9f8296dc,1620.9214849348812
oe:player:fe556cd968f4ec0c25b65d0b7b232b3,1558.6012807442603
oe:player:dad7fc1e773b4e53d54ff157e996cc8,903.0301958383056
oe:player:f65a6905cabc0c60a2cd79020ea1cf8,1507.960997198696
oe:player:c22cb6fc65a653f1ad1dc271187ede9,1839.0466317233127
oe:player:ccce1f105f5fdfc8a4a2d9a817c7ced,1196.1553960393535
oe:player:ebc8d71056b04067e8a67dd228a034e,1576.172288954617
oe:player:4515c41bfcadfcf2e3c5880242f99a2,1347.417296029351
oe:player:ccd47b3ec9b7a034b2b71e8516427e3,1394.2049673760685
oe:player:4ab79134b182847b92238e5d49b2f86,1754.5521038620975
oe:player:c3fe695b273a2aa0c5b5120f723709f,1636.7831167688184
oe:player:5f54026dd3c997ac09017e35339039a,1856.5548140162957
oe:player:61eea3898d0b6c44e28a69ac915081f,1631.5313810762827
oe:player:8e12c5d2af02ae4d054fb3fc7688bc5,1513.6432801268384
oe:player:b7a96528935de93953af4738b9bd8e0,2044.394453147555
oe:player:8f84b3e1ea431d26d9ad272eba9ba8c,1562.9647724906895
oe:player:b7ba183b22675d06d42bd783276a010,1171.2898460501876
oe:player:ae4cccea87290717523772f7472e7f5,1938.403779181757
oe:player:eaa7919421a94315db4b9a09902695c,1865.4956265009198
oe:player:250bbb14f2ad8ddeb831ee4e0f780db,1765.6470892151083
oe:player:637ed20b1e41be1c51bd1a4cb211357,1671.4020503744982
oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,1765.6070768523382
oe:player:83bb08a967d0acd1391834744adfde9,1732.8802434289587
oe:player:2ea79ebdcdde90b28ae9b2a88776c5e,1479.837611627773
oe:player:789578745c2f5baaa89d1a6ac6c39a4,1906.3014977959401
oe:player:ad991b9f2f7e553d4eefb9f5d06afc9,1846.744369025548
oe:player:4462a94df8bf2cf755c0c5da35f0282,1754.753576021145
oe:player:464bbc1bed29817ccfb57a4649ea784,1788.6116780807185
